country,taxa,bumble_bees_included,area_coverage,percent_richness_change,proportion_richness_change,period,period_1_richness,period_2_richness,richness_decline,no_species_abundace_increase,no_species_abundance_decrease,study,notes
Great Britain,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Great Britain,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Great Britain,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Great Britain,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Great Britain,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Great Britain,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Great Britain,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Great Britain,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Great Britain,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Great Britain,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Great Britain,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Great Britain,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Great Britain,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Great Britain,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Great Britain,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Great Britain,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Great Britain,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Great Britain,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Great Britain,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Great Britain,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Great Britain,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Great Britain,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Great Britain,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Great Britain,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Great Britain,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Great Britain,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Great Britain,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Great Britain,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Great Britain,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Great Britain,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Great Britain,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Great Britain,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Great Britain,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Great Britain,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Great Britain,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Great Britain,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Great Britain,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Great Britain,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Netherlands,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Netherlands,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Netherlands,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Netherlands,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Netherlands,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Netherlands,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Netherlands,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Netherlands,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Netherlands,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Netherlands,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Netherlands,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Netherlands,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Netherlands,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Netherlands,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Netherlands,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Netherlands,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Netherlands,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Netherlands,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Netherlands,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Netherlands,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Netherlands,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Netherlands,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Netherlands,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Netherlands,syrphid,no,10x10km,0,0,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
